subject_id,time_elapsed,gender,age,understood,pass_attention,comments
52cfab01d2c1a35a2c219d1bc794c579,719813,female,35,yes,TRUE,NA
96f8b997aa93b2375643a651033e22c5,1335604,male,45,yes,TRUE,I enjoyed taking this survey. Please consider me for future studies. Thank you.
31e7f8a56459d5a4ca2bbadf3d388f8b,704729,female,51,yes,TRUE,NA
79410a4be7cabe9f308f8597eabee962,1218061,male,37,yes,TRUE,Thanks
59c9614b515d34bb271bf43bf19749ae,2018955,female,23,yes,TRUE,no
57f0966989844f4f75901da0c8127505,759213,female,30,yes,TRUE,Nope.
e63b6eb4847980fe4070711d03e6e320,604066,male,69,yes,TRUE,well done sirs
a444d381d9af0d1d12a0d0738f150fc8,1048895,female,61,yes,TRUE,NA
ab22fd1f4a95178b6b1664200361d28a,1893374,male,47,yes,TRUE,None at the moment.
ff57a709f1f214158fe90ee62e3a4e9b,1795083,male,31,yes,TRUE,NA
3f0adf2e91f396e34ba82f0f89da304b,1232024,male,39,yes,TRUE,N/A
f55b8d838d08b4baa7ce32443ff78d72,1179178,female,50,yes,TRUE,none
19d668aeea0ece97e3d874b077208919,1284056,male,79,yes,TRUE,no
0e08d88eebf2bf82923b7f1c6fe7c198,2032675,male,33,yes,FALSE,NA
d2c596180c4ae8a3ab854652ac6d4de9,901927,male,51,yes,TRUE,NA
e58b2d8bee34acc1506149f916ed9192,588722,male,75,yes,FALSE,NA
94959ca7bbaa66f2a616563e7a26ed93,601619,male,44,yes,TRUE,NA
b566782e65ca3ab5eed20b4b595f2c2a,847023,female,29,yes,TRUE,NA
a20e1de4d182b82a1bed58895c5c86ab,879214,female,33,yes,TRUE,NA
458096344e95b8414fef7c820582540b,1063511,male,33,yes,TRUE,NA
c645afd772b7e1ead246d3f7650a6a8a,457392,female,29,yes,FALSE,NA
6c094d75fa538c8395ec7682f9d026b0,1180808,male,63,yes,TRUE,none
46e123d7f2054e0594789dad05386758,1885150,male,37,yes,TRUE,NA
963528810e9ea8e6f2484959ab2d11f7,1030258,male,52,yes,TRUE,NA
53bbfdd083b87898aaa1b19391a14c67,659060,male,27,yes,TRUE,Some of the formatting is hard to read through with this white background and the font size.
741a742cff4dcad2c4fcabf97a99b699,940091,male,32,yes,TRUE,NA
4b5719c06add8a825f1940735e953677,1238448,female,51,yes,TRUE,NA
cfb596431342cab7239a5101f388f400,980641,male,31,yes,TRUE,"Thank you for allowing me to participate in this important research study evaluating social interactions from a series of narratives. The study questions asked were relevant, engaging, interesting, compelling, and highly tailored to the purpose, aim, scope, and objective of the study. The navigation flow provided a seamless transition from one screen to another without any difficulty, pain points, or confusion. 5-stars.
"
4698416902032d6d78dcc303af152875,684297,female,45,yes,TRUE,NA
d72be25229f4cba5814548529bfc52a0,1397303,male,29,yes,TRUE,Straightforward study.
e21c0535b85fd52c494d77d4f313326d,1063293,female,55,yes,TRUE,nice
e2f422d118deeefef873293f3daac838,698998,female,28,yes,TRUE,NA
3178d901a2649819abcab1a49146580d,958971,female,64,yes,TRUE,NA
9d93f561b45414b70844c345a8750732,1067937,female,18,yes,TRUE,NA
c1d7dbcefb9c54230ed2ba4a15eb3925,1156700,male,33,yes,TRUE,NA
17fcb5a2efb0feb0e8077f411dcda6f8,633797,male,55,yes,TRUE,NA
44ed1ac7d5c1005326f6d84bc655c36a,1223298,female,61,yes,TRUE,NA
93b6fe016812c44b95c44a2d12ddac2f,1027511,male,40,yes,TRUE,NA
d2882aea0204c9c4632a9e431cc73d0c,1323600,male,19,yes,TRUE,The survey went on very well.
010785aeb453269f90f6c98e6258be63,1030316,female,78,yes,TRUE,i hope my response is useful
1d1b751b8ec334558e15b57192dcf9b3,1062389,male,52,yes,TRUE,none
949c8728681f2bd34cc7c9c339c07810,922437,female,22,yes,TRUE,The survey was an amazing one thank you
cfd89f7584f63390ee162bfb8b427401,1891138,female,49,yes,TRUE,NA
2532b50789d7076f58f09216f81003aa,2290104,female,28,yes,TRUE,NA
6f7a655202a2aef40396da89096d7630,2508063,male,21,yes,TRUE,NA
7e670e17531cf6100eee50e6636e85aa,1420518,female,21,yes,TRUE,NA
4a509aa4165ec7d84074298d1f2bd4ab,1031421,female,30,yes,TRUE,"It was a nice survey, am gland I took part."
80160cad378dfdd0aecb88622299f39f,893641,female,23,yes,TRUE,EVERYTHING WAS PERFECT. AM GREATFUL TO HAVE TAKEN PART IN THIS STUDY
1b88d2b93f78b89544b7b70088849906,662594,male,28,yes,TRUE,Thanks for study
8b8d17f7778c77eb5318f74402e1b942,1789037,male,31,yes,TRUE,NA
ffd6aa08f09506828aa4a63e091ee44b,1826532,male,50,yes,TRUE,No thank you
eff936007229ecb0ce6c1bcf7614ba99,812732,male,25,yes,TRUE,NA
a38aa3bf74461b388afe161d6ee09dc0,1853394,male,46,yes,TRUE,NA
9bb39cdead96471e398db6c8cb9ab606,1942325,female,44,yes,TRUE,NA
6a7e3bd000940b11f94a51d65082f360,1730504,male,37,yes,TRUE,good survey
fecad627a8e6a0785ee47ae527c7aab1,1846454,female,30,yes,TRUE,NA
2857513d38d4e784781f627fed86d8fc,1886892,female,46,yes,TRUE,none
7aef522fe2f0cda35e72ab1d497a01d8,2040100,female,47,yes,TRUE,NA
6575fb93a89b07021b41c911a27ca07e,603653,female,30,yes,TRUE,NA
a79e22a2bccfa60dc416883e3239c616,976722,male,24,yes,TRUE,Everything was good.
